,link,text,date,No_of_Likes,No_of_tweets
455,https://twitter.com/BBCNews/status/1818370923336004017#m,Hundreds of thousands of dragonflies swarm beachgoers https://bbc.in/3Sv3ECW,"Jul 30, 2024 · 7:39 PM UTC",56,26
456,https://twitter.com/BBCNews/status/1818370440030461994#m,Factory fears over future of government deal to supply NHS uniforms https://bbc.in/3Wqf1gP,"Jul 30, 2024 · 7:37 PM UTC",21,14
457,https://twitter.com/BBCNews/status/1818366437678801188#m,Be at your best in the heat: Olympians' five tips https://bbc.in/3SyUdm7,"Jul 30, 2024 · 7:21 PM UTC",17,11
458,https://twitter.com/BBCNews/status/1818365309486502016#m,"'We'll have to increase taxes', says Reeves https://bbc.in/46vXh8y","Jul 30, 2024 · 7:17 PM UTC",275,767
459,https://twitter.com/BBCNews/status/1818360709610192982#m,Love is in the air during aerial proposal https://bbc.in/4fskD2C,"Jul 30, 2024 · 6:59 PM UTC",19,9
460,https://twitter.com/BBCNews/status/1818346380261204117#m,"Lobster dinner for King Charles cost France €450,000 https://bbc.in/3yjOOZe","Jul 30, 2024 · 6:02 PM UTC",222,241
461,https://twitter.com/BBCNews/status/1818344534348116319#m,Great Britain's Hales wins men's trap shooting gold https://bbc.in/3LJPb2j,"Jul 30, 2024 · 5:54 PM UTC",228,16
462,https://twitter.com/BBCNews/status/1818343111052918952#m,Second person arrested in missing ashes investigation https://bbc.in/4dqMH4X,"Jul 30, 2024 · 5:49 PM UTC",16,4
463,https://twitter.com/BBCNews/status/1818337946249965946#m,Islamic preacher not in talks to buy island despite £3.5m fundraiser https://bbc.in/3SwgKA1,"Jul 30, 2024 · 5:28 PM UTC",34,38
464,https://twitter.com/BBCNews/status/1818337891858182454#m,"'Intimate' Princess Diana letters sell for £54,500 https://bbc.in/3WIR065","Jul 30, 2024 · 5:28 PM UTC",21,7
465,https://twitter.com/BBCNews/status/1818336785065271324#m,UK nationals urged to leave Lebanon over war risk https://bbc.in/3A4QEha,"Jul 30, 2024 · 5:24 PM UTC",41,21
466,https://twitter.com/BBCNews/status/1818328938151604720#m,"Plans approved for 1,100 new flats on banks of River Clyde https://bbc.in/46qRC3j","Jul 30, 2024 · 4:52 PM UTC",26,24
467,https://twitter.com/BBCNews/status/1818328171801932213#m,Baby skeleton found under floorboards https://bbc.in/4deAikq,"Jul 30, 2024 · 4:49 PM UTC",34,9
468,https://twitter.com/BBCNews/status/1818323404564378022#m,Scheme to reunite separated Afghan families opens https://bbc.in/3zWR3SH,"Jul 30, 2024 · 4:30 PM UTC",54,60
469,https://twitter.com/BBCNews/status/1818321903976624196#m,Tesla faces recall over alerts for unlatched bonnet https://bbc.in/3SwadoZ,"Jul 30, 2024 · 4:24 PM UTC",40,20
470,https://twitter.com/BBCNews/status/1818321381810962916#m,River dip to help men's mental health https://bbc.in/3LLV0fN,"Jul 30, 2024 · 4:22 PM UTC",51,23
471,https://twitter.com/BBCNews/status/1818320802468507915#m,Strawberry pickers warned to stop 'shoplifting' fruit https://bbc.in/3A4J7yY,"Jul 30, 2024 · 4:20 PM UTC",37,41
472,https://twitter.com/BBCNews/status/1818319152064401912#m,Horse racing track next to Bannockburn site sparks conservation row https://bbc.in/3LJQ0s0,"Jul 30, 2024 · 4:14 PM UTC",24,7
473,https://twitter.com/BBCNews/status/1818316712862732614#m,Teen should have been cared for in hospital - mum https://bbc.in/3LMNeSS,"Jul 30, 2024 · 4:04 PM UTC",21,8
474,https://twitter.com/BBCNews/status/1818314800222421216#m,Emergency crews at scene of helicopter crash in Westmeath https://bbc.in/4d2hhlw,"Jul 30, 2024 · 3:56 PM UTC",36,12
475,https://twitter.com/BBCNews/status/1818312737522417798#m,"Tube pusher did not intend to kill man, court told https://bbc.in/3Wpitbp","Jul 30, 2024 · 3:48 PM UTC",23,41
476,https://twitter.com/BBCNews/status/1818307903519887646#m,Key moments which led to Venezuela protests https://bbc.in/3Stm33l,"Jul 30, 2024 · 3:29 PM UTC",29,16
477,https://twitter.com/BBCNews/status/1818307900818772159#m,"William Calley, face of My Lai massacre, dead at 80 https://bbc.in/3SyoS2X","Jul 30, 2024 · 3:29 PM UTC",38,19
478,https://twitter.com/BBCNews/status/1818307572685832192#m,Man told 'we don't serve Protestants' settles case https://bbc.in/3WH5mE0,"Jul 30, 2024 · 3:28 PM UTC",16,10
479,https://twitter.com/BBCNews/status/1818305938568188118#m,Ice cream shop given three fake £50 notes in one day https://bbc.in/4d2eZ5I,"Jul 30, 2024 · 3:21 PM UTC",59,85
480,https://twitter.com/BBCNews/status/1818304531773440378#m,Winter fuel payment plan gets the cold shoulder https://bbc.in/3A1GJJp,"Jul 30, 2024 · 3:15 PM UTC",30,27
481,https://twitter.com/BBCNews/status/1818304490161709325#m,Rayner sets new housing targets in planning overhaul https://bbc.in/46pSIwa,"Jul 30, 2024 · 3:15 PM UTC",30,33
482,https://twitter.com/BBCNews/status/1818297950772031873#m,In pictures: New Forest's country show under way https://bbc.in/3A1DW2T,"Jul 30, 2024 · 2:49 PM UTC",24,6
483,https://twitter.com/BBCNews/status/1818296316469903407#m,Ex-nurse guilty of online fake man scam for third time https://bbc.in/3SwVOsO,"Jul 30, 2024 · 2:43 PM UTC",20,9
484,https://twitter.com/BBCNews/status/1818294724559560850#m,Husband who put body in suitcase sentenced to life https://bbc.in/3WiE3hS,"Jul 30, 2024 · 2:36 PM UTC",80,46
485,https://twitter.com/BBCNews/status/1818293734145982594#m,Microsoft apologises after thousands report new outage https://bbc.in/4fmF2X5,"Jul 30, 2024 · 2:33 PM UTC",48,24
486,https://twitter.com/BBCNews/status/1818290691329372513#m,Football colours at funeral of boy killed in crash https://bbc.in/3LNKJjf,"Jul 30, 2024 · 2:20 PM UTC",28,3
487,https://twitter.com/BBCNews/status/1818288878798737914#m,Man takes dog to hospital to 'offer others hope' https://bbc.in/3M5NhJP,"Jul 30, 2024 · 2:13 PM UTC",58,9
488,https://twitter.com/BBCNews/status/1818288381253599440#m,Corpse shortage due to rise in Scottish medical students - report https://bbc.in/3YqCIZc,"Jul 30, 2024 · 2:11 PM UTC",67,58
489,https://twitter.com/BBCNews/status/1818288036129481025#m,Five men get life sentences for graveyard murder https://bbc.in/3zWDpyX,"Jul 30, 2024 · 2:10 PM UTC",20,9
490,https://twitter.com/BBCNews/status/1818287732411503031#m,"Portuguese girl, 9, named as stabbing victim https://bbc.in/4dkM9xb","Jul 30, 2024 · 2:09 PM UTC",211,72
491,https://twitter.com/BBCNews/status/1818286935636312458#m,DJ files complaint over opening ceremony abuse https://bbc.in/4dlaCCL,"Jul 30, 2024 · 2:06 PM UTC",56,79
492,https://twitter.com/BBCNews/status/1818285878210412780#m,Is this the photo of the Paris 2024 Olympics? https://bbc.in/4d4XphC,"Jul 30, 2024 · 2:01 PM UTC",99,17
493,https://twitter.com/BBCNews/status/1818282919921623294#m,Key questions answered after triathlon postponement https://bbc.in/3WoZPAC,"Jul 30, 2024 · 1:50 PM UTC",16,8
494,https://twitter.com/BBCBreaking/status/1818282462482497687#m,Nine-year-old Alice Aguiar named as one of the three girls killed in Southport dance class attack https://bbc.in/3yjJuFc,"Jul 30, 2024 · 1:48 PM UTC",279,0
495,https://twitter.com/BBCNews/status/1818281787547660520#m,Poor security let hackers access 40 million voters' details https://bbc.in/4dnNYtn,"Jul 30, 2024 · 1:45 PM UTC",47,19
496,https://twitter.com/BBCNews/status/1818280313333645322#m,'Cult' members guilty of trying to kidnap coroner https://bbc.in/4d3fb4H,"Jul 30, 2024 · 1:39 PM UTC",40,13
497,https://twitter.com/BBCNews/status/1818279749191381463#m,Ex-Wales player suspended after assault allegation https://bbc.in/46qm8dG,"Jul 30, 2024 · 1:37 PM UTC",14,3
498,https://twitter.com/BBCNews/status/1818278615320064004#m,Wrexham property search spike over new Deadpool film https://bbc.in/3Suzwb1,"Jul 30, 2024 · 1:32 PM UTC",33,6
499,https://twitter.com/BBCNews/status/1818275781404995828#m,University plans to open new medical school https://bbc.in/46tulO9,"Jul 30, 2024 · 1:21 PM UTC",45,4
500,https://twitter.com/BBCNews/status/1818274682241511437#m,Government wants new agri-food agreement with EU https://bbc.in/4fqrXfh,"Jul 30, 2024 · 1:17 PM UTC",29,10
501,https://twitter.com/BBCNews/status/1818274402682728794#m,Top five stories so far on day four of the Paris Olympics https://bbc.in/46yJz4M,"Jul 30, 2024 · 1:16 PM UTC",14,6
502,https://twitter.com/BBCNews/status/1818270656682684660#m,Heatwave hits Wales as crowds flock to the beach https://bbc.in/4cWRYRM,"Jul 30, 2024 · 1:01 PM UTC",24,29
503,https://twitter.com/BBCNews/status/1818265835225362879#m,Team GB qualify fastest for 4x200m freestyle relay final https://bbc.in/3yj7xUO,"Jul 30, 2024 · 12:42 PM UTC",125,7
504,https://twitter.com/BBCNews/status/1818263818528539114#m,Dive team joins search for missing teen canoeist https://bbc.in/4d3DIXo,"Jul 30, 2024 · 12:34 PM UTC",23,10
505,https://twitter.com/BBCNews/status/1818263564966076518#m,Nine-year-old Deadpool game sells for £300 after film hype https://bbc.in/3LIzSHl,"Jul 30, 2024 · 12:33 PM UTC",49,11
506,https://twitter.com/BBCNews/status/1818262958184493122#m,Arson caused 'extensive damage' to Moneyreagh house https://bbc.in/3Wtd5E6,"Jul 30, 2024 · 12:30 PM UTC",17,3
507,https://twitter.com/BBCNews/status/1818262409389191239#m,Sweet Valley High author Francine Pascal dies at 92 https://bbc.in/3WJUZPU,"Jul 30, 2024 · 12:28 PM UTC",64,5
508,https://twitter.com/BBCNews/status/1818261018549551504#m,'Fascinating finds' pause revamp of former M&S store https://bbc.in/46obyUF,"Jul 30, 2024 · 12:23 PM UTC",29,4
509,https://twitter.com/BBCNews/status/1818260689489723498#m,What triggered the Roy Keane row in Saipan? https://bbc.in/4fhkOhg,"Jul 30, 2024 · 12:21 PM UTC",19,7
510,https://twitter.com/BBCNews/status/1818259343495541026#m,Bail for three arrested in ashes investigation https://bbc.in/3LR9bQx,"Jul 30, 2024 · 12:16 PM UTC",17,9
511,https://twitter.com/BBCNews/status/1818257857445315064#m,Ice vests and fans as heat affects Paris Olympics https://bbc.in/3WGEVhM,"Jul 30, 2024 · 12:10 PM UTC",40,9
512,https://twitter.com/BBCNews/status/1818257066378609013#m,College head said husband hit her before death - inquest https://bbc.in/3Yomdwo,"Jul 30, 2024 · 12:07 PM UTC",20,3
513,https://twitter.com/BBCNews/status/1818255930720407649#m,Plans to send patients to another county approved https://bbc.in/4d4MlB6,"Jul 30, 2024 · 12:02 PM UTC",16,13
514,https://twitter.com/BBCNews/status/1818255356834750748#m,Six arrested over pub fire released from bail https://bbc.in/4doEm1o,"Jul 30, 2024 · 12:00 PM UTC",30,8
515,https://twitter.com/BBCNews/status/1818254798925316459#m,Anjem Choudary sentenced to life in prison https://bbc.in/3Yqw450,"Jul 30, 2024 · 11:58 AM UTC",6282,930
516,https://twitter.com/BBCNews/status/1818254790696079455#m,Shoplifter jailed for £500k refund crime spree https://bbc.in/3LLQ4Yk,"Jul 30, 2024 · 11:58 AM UTC",41,14
517,https://twitter.com/BBCNews/status/1818252551935983728#m,South East braces for hottest day of the year https://bbc.in/4fpuTbV,"Jul 30, 2024 · 11:49 AM UTC",22,15
518,https://twitter.com/BBCNews/status/1818248498409590872#m,Scotland's birth total falls to lowest recorded level https://bbc.in/4clAHAR,"Jul 30, 2024 · 11:33 AM UTC",47,29
519,https://twitter.com/BBCNews/status/1818246844809420999#m,Council installs solar panels in net zero bid https://bbc.in/46tmHmV,"Jul 30, 2024 · 11:26 AM UTC",31,17
520,https://twitter.com/BBCNews/status/1818246474372678064#m,Irish prison officer home targeted in 'sinister' attack https://bbc.in/46u4oyk,"Jul 30, 2024 · 11:25 AM UTC",21,4
521,https://twitter.com/BBCNews/status/1818244551871472041#m,Joey Barton denies malicious posts about pundit https://bbc.in/3A4hvtK,"Jul 30, 2024 · 11:17 AM UTC",27,37
522,https://twitter.com/BBCNews/status/1818243411113070730#m,Third child dies after knife attack at dance studio https://bbc.in/3YkpA7K,"Jul 30, 2024 · 11:13 AM UTC",937,229
523,https://twitter.com/BBCBreaking/status/1818242973139636464#m,"Nine-year-old girl becomes third child to die after Southport stabbings, UK police say https://bbc.in/46sUCwn","Jul 30, 2024 · 11:11 AM UTC",524,0
524,https://twitter.com/BBCNews/status/1818240464597790824#m,Sports centre £19m revamp approved https://bbc.in/3LR5wSN,"Jul 30, 2024 · 11:01 AM UTC",13,4
525,https://twitter.com/BBCNews/status/1818238982246805875#m,Fencer competes at Olympics while seven months pregnant https://bbc.in/4fAhxtM,"Jul 30, 2024 · 10:55 AM UTC",187,23
526,https://twitter.com/BBCNews/status/1818237905422188745#m,'Hard to say' if Olympics will become like a major https://bbc.in/3SsZXOr,"Jul 30, 2024 · 10:51 AM UTC",15,9
527,https://twitter.com/BBCNews/status/1818236735140012212#m,Women killed by stab wounds and crossbow in Bushey https://bbc.in/3Yw958u,"Jul 30, 2024 · 10:46 AM UTC",84,15
528,https://twitter.com/BBCNews/status/1818235514471792845#m,Ex-footballer jailed for four years over child sex offences https://bbc.in/3Yq429D,"Jul 30, 2024 · 10:41 AM UTC",44,23
529,https://twitter.com/BBCNews/status/1818234201365266923#m,Councils among worst for food hygiene inspections https://bbc.in/3LNuwup,"Jul 30, 2024 · 10:36 AM UTC",31,8
530,https://twitter.com/BBCNews/status/1818233806056309166#m,Under threat Fringe venue Summerhall close to being saved https://bbc.in/3Ss8Bwx,"Jul 30, 2024 · 10:34 AM UTC",17,5
531,https://twitter.com/BBCBreaking/status/1818232720582971763#m,Arrest warrant issued for Katie Price after she failed to attend court hearing https://bbc.in/4cYXYtl,"Jul 30, 2024 · 10:30 AM UTC",887,247
532,https://twitter.com/BBCNews/status/1818232745463550226#m,Croke Park seagull recuperating after pitch invasion https://bbc.in/3SvQMwt,"Jul 30, 2024 · 10:30 AM UTC",15,13
533,https://twitter.com/BBCNews/status/1818232695274582378#m,Warrant issued for Katie Price's arrest https://bbc.in/4cSRcVX,"Jul 30, 2024 · 10:30 AM UTC",81,62
534,https://twitter.com/BBCNews/status/1818231062067019951#m,Taylor Swift in 'complete shock' over knife attack https://bbc.in/3LJnDdu,"Jul 30, 2024 · 10:24 AM UTC",166,74
535,https://twitter.com/BBCNews/status/1818229151632937357#m,Woman arrested after 'noxious' Bath bag incident https://bbc.in/3WIxLcH,"Jul 30, 2024 · 10:16 AM UTC",49,32
536,https://twitter.com/BBCNews/status/1818228234674212930#m,Fresh doubt over north Wales rail electrification https://bbc.in/3A6RJFh,"Jul 30, 2024 · 10:12 AM UTC",17,21
537,https://twitter.com/BBCBreaking/status/1818224942330126722#m,"""These were just little kids at a dance class"" - Taylor Swift says she is ""completely in shock"" over Southport stabbings - follow updates https://bbc.in/3Suu6wu","Jul 30, 2024 · 9:59 AM UTC",513,20
538,https://twitter.com/BBCNews/status/1818224580613255494#m,Graduation for designer helping disabled people https://bbc.in/4fmnzOt,"Jul 30, 2024 · 9:58 AM UTC",33,18
539,https://twitter.com/BBCNews/status/1818220230440600045#m,Wrongly convicted postmasters get new compensation scheme https://bbc.in/3WxQ5Em,"Jul 30, 2024 · 9:40 AM UTC",71,23
540,https://twitter.com/BBCNews/status/1818213195028320619#m,No guarantee over universal winter fuel payments https://bbc.in/4c4pNyX,"Jul 30, 2024 · 9:13 AM UTC",19,28
541,https://twitter.com/BBCNews/status/1818211671933915480#m,Motorist dies after crash in Moray https://bbc.in/3YoA2ef,"Jul 30, 2024 · 9:06 AM UTC",14,14
542,https://twitter.com/BBCNews/status/1818210544056250818#m,Biker among eight weekend crash deaths named https://bbc.in/4cZXdQR,"Jul 30, 2024 · 9:02 AM UTC",15,10
543,https://twitter.com/BBCNews/status/1818209727278412055#m,India teen is rare survivor of brain-eating amoeba https://bbc.in/46qjPHv,"Jul 30, 2024 · 8:59 AM UTC",25,8
544,https://twitter.com/BBCBreaking/status/1818208698830929969#m,"Six-year-old girl who went missing in London found safe and well, say police https://www.bbc.co.uk/news/articles/c0kre9vz54ro","Jul 30, 2024 · 8:55 AM UTC",960,45
545,https://twitter.com/BBCNews/status/1818207666105151580#m,Missing six-year-old girl found https://bbc.in/3Surb70,"Jul 30, 2024 · 8:51 AM UTC",560,60
546,https://twitter.com/BBCNews/status/1818204115886813464#m,Ditching of social care plan is a tragedy - Dilnot https://bbc.in/3ymKnwT,"Jul 30, 2024 · 8:36 AM UTC",31,11
547,https://twitter.com/BBCNews/status/1818200986017488973#m,Bella Hadid shocked and upset over Adidas campaign https://bbc.in/46pGmEy,"Jul 30, 2024 · 8:24 AM UTC",37,26
548,https://twitter.com/BBCNews/status/1818198446790131971#m,Call to help hedgehogs after population plummets https://bbc.in/4bZxwhS,"Jul 30, 2024 · 8:14 AM UTC",108,16
549,https://twitter.com/BBCNews/status/1818198142711423479#m,Wiffen goes for gold on day four in Paris - all you need to know https://bbc.in/3WICsTU,"Jul 30, 2024 · 8:13 AM UTC",22,8
550,https://twitter.com/BBCNews/status/1818198016639041755#m,Giant Zoom calls fuel record fundraising behind Harris campaign https://bbc.in/4frZ3eI,"Jul 30, 2024 · 8:12 AM UTC",131,46
551,https://twitter.com/BBCNews/status/1818196333997568093#m,Greece imposes restrictions to tackle 'goat plague' https://bbc.in/3LIkWJ0,"Jul 30, 2024 · 8:06 AM UTC",27,19
552,https://twitter.com/BBCNews/status/1818192362603970802#m,Reeves and Hunt clash over public finances https://bbc.in/3yixfsB,"Jul 30, 2024 · 7:50 AM UTC",33,52
553,https://twitter.com/BBCNews/status/1818187658683613290#m,"Boy, 17, arrested after man dies in house fire https://bbc.in/3SuoQsK","Jul 30, 2024 · 7:31 AM UTC",34,25
554,https://twitter.com/BBCNews/status/1818186522677408183#m,Fourth rail union balloted after 'miserly' pay offer https://bbc.in/46oiaT1,"Jul 30, 2024 · 7:27 AM UTC",18,9
555,https://twitter.com/BBCNews/status/1818183122103546158#m,Crackdown on scam calls imitating UK phone numbers https://bbc.in/3WFtS8u,"Jul 30, 2024 · 7:13 AM UTC",96,27
556,https://twitter.com/BBCNews/status/1818179726923502058#m,Tributes to man killed in stabbing outside Spanish nightclub https://bbc.in/3SvkUbh,"Jul 30, 2024 · 7:00 AM UTC",30,11
557,https://twitter.com/BBCNews/status/1818177998102610290#m,Air NZ becomes first big carrier to drop climate goal https://bbc.in/4fmGt7P,"Jul 30, 2024 · 6:53 AM UTC",156,36
558,https://twitter.com/BBCNews/status/1818173481248227558#m,NHS body spent £100k on 'car crash' tribunal cases https://bbc.in/4d4zL4Q,"Jul 30, 2024 · 6:35 AM UTC",39,15
559,https://twitter.com/BBCNews/status/1818169501206061259#m,Scotland's papers: Dance club attack and 'new era of austerity' https://bbc.in/3WHpsxR,"Jul 30, 2024 · 6:19 AM UTC",31,23
560,https://twitter.com/BBCBreaking/status/1818169156346278061#m,"Police ""extremely concerned"" after six-year-old girl goes missing in London https://bbc.in/46mX8El","Jul 30, 2024 · 6:18 AM UTC",635,143
561,https://twitter.com/BBCNews/status/1818166716301496515#m,Mum of Olympic medallist says win is 'huge relief' https://bbc.in/3LJioub,"Jul 30, 2024 · 6:08 AM UTC",68,12
562,https://twitter.com/BBCNews/status/1818161551548788750#m,Government pledge to revisit stalled railway plans https://bbc.in/3YoAw4k,"Jul 30, 2024 · 5:47 AM UTC",29,11
563,https://twitter.com/BBCNews/status/1818160903172276326#m,Mum's cancer diagnosis after daughter spots mole https://bbc.in/46odlcn,"Jul 30, 2024 · 5:45 AM UTC",48,10
564,https://twitter.com/BBCNews/status/1818159530959667487#m,"Twenty-four dead, dozens trapped in India landslides https://bbc.in/4d7JDuQ","Jul 30, 2024 · 5:39 AM UTC",33,9
565,https://twitter.com/BBCNews/status/1818156700328657005#m,Men's triathlon postponed due to poor water quality https://bbc.in/3WHJuYV,"Jul 30, 2024 · 5:28 AM UTC",134,72
566,https://twitter.com/BBCNews/status/1818152122187211169#m,'Unsolved murder was the worst I've ever seen' https://bbc.in/3LPbCTG,"Jul 30, 2024 · 5:10 AM UTC",34,8
567,https://twitter.com/BBCNews/status/1818132097048998191#m,'He likes family': Trump defends running mate's cat lady slur https://bbc.in/3LGqBzw,"Jul 30, 2024 · 3:50 AM UTC",52,53
568,https://twitter.com/BBCNews/status/1818129188231971280#m,Urgent search for missing six-year-old girl launched in London https://bbc.in/4c4JlmT,"Jul 30, 2024 · 3:39 AM UTC",161,27
569,https://twitter.com/BBCNews/status/1818106333763137760#m,Paris 2024: What you can expect to watch on Tuesday https://bbc.in/4fkYgMB,"Jul 30, 2024 · 2:08 AM UTC",29,12
570,https://twitter.com/BBCNews/status/1818081817343267061#m,'Unjustified': Videos reveal brutality during Bangladesh protests https://bbc.in/4dpnDLl,"Jul 30, 2024 · 12:30 AM UTC",40,20
571,https://twitter.com/BBCNews/status/1818078375602253945#m,‘It doesn’t look that bad’: Would you swim in the Seine? https://bbc.in/46tGNhe,"Jul 30, 2024 · 12:17 AM UTC",28,57
572,https://twitter.com/BBCNews/status/1818072142912630819#m,'Two children dead' and '10 million lose out' https://bbc.in/4c0QNzn,"Jul 29, 2024 · 11:52 PM UTC",52,45
573,https://twitter.com/BBCNews/status/1818044775179686017#m,Love Island crowns winners in grand final https://bbc.in/4djRMfe,"Jul 29, 2024 · 10:03 PM UTC",48,33
574,https://twitter.com/BBCNews/status/1818040200863392106#m,Peaty tests positive for Covid after winning silver https://bbc.in/3A6iN7B,"Jul 29, 2024 · 9:45 PM UTC",139,73
575,https://twitter.com/BBCNews/status/1818040200745931127#m,Pidcock defies puncture to retain Olympic title https://bbc.in/3A6iMR5,"Jul 29, 2024 · 9:45 PM UTC",154,17
576,https://twitter.com/BBCNews/status/1818029284151251192#m,McSharry wins Ireland's first medal at Paris Olympics https://bbc.in/4c0ASRD,"Jul 29, 2024 · 9:02 PM UTC",472,12
577,https://twitter.com/BBCNews/status/1818024381861286191#m,Homeless residents feel 'abandoned' after landslip https://bbc.in/3YHkH99,"Jul 29, 2024 · 8:42 PM UTC",33,15
578,https://twitter.com/BBCNews/status/1818023754292662570#m,NI health staff ‘should get above inflation pay rises’ https://bbc.in/3YngEOO,"Jul 29, 2024 · 8:40 PM UTC",30,13
579,https://twitter.com/BBCNews/status/1818020892330328348#m,People unwell after woman approaches them with bag https://bbc.in/4fnSsC4,"Jul 29, 2024 · 8:28 PM UTC",143,54
580,https://twitter.com/BBCNews/status/1818017768387543133#m,Stormont to make decision on winter fuel payments https://bbc.in/3yliK7j,"Jul 29, 2024 · 8:16 PM UTC",23,19
581,https://twitter.com/BBCNews/status/1818011802581516754#m,Government scraps 'unaffordable' A27 Arundel bypass https://bbc.in/3WjzqnI,"Jul 29, 2024 · 7:52 PM UTC",50,29
582,https://twitter.com/BBCNews/status/1818006713519202759#m,Richards wins silver with GB team-mate Scott fourth https://bbc.in/4dkaVOb,"Jul 29, 2024 · 7:32 PM UTC",165,12
583,https://twitter.com/BBCNews/status/1818005935257764301#m,Maternity workers walk out in pay grade dispute https://bbc.in/4doZRPB,"Jul 29, 2024 · 7:29 PM UTC",41,26
584,https://twitter.com/BBCNews/status/1818004245775347955#m,How will the chancellor's announcement affect Scotland? https://bbc.in/46oKcNY,"Jul 29, 2024 · 7:22 PM UTC",27,30
585,https://twitter.com/BBCNews/status/1817989328506597832#m,Officer slept while pretending to work from home https://bbc.in/3LMFuQR,"Jul 29, 2024 · 6:23 PM UTC",114,75
586,https://twitter.com/BBCNews/status/1817986012984787432#m,Island residents save dolphins after mammals wash ashore https://bbc.in/4caewxc,"Jul 29, 2024 · 6:10 PM UTC",158,20
587,https://twitter.com/BBCNews/status/1817983111268905057#m,Rachel Reeves's spending audit at-a-glance https://bbc.in/4d2pG8t,"Jul 29, 2024 · 5:58 PM UTC",33,54
588,https://twitter.com/BBCNews/status/1817980297075384768#m,School strikes 'now unlikely' after 5.5% pay offer https://bbc.in/4c96F2S,"Jul 29, 2024 · 5:47 PM UTC",109,47
589,https://twitter.com/BBCNews/status/1817979806849380545#m,Council committed to reopening railway despite cuts https://bbc.in/3WmCEqB,"Jul 29, 2024 · 5:45 PM UTC",29,12
590,https://twitter.com/BBCNews/status/1817979156052766929#m,Reeves dollops blame on Tories as she outlines choices https://bbc.in/3WFmbPF,"Jul 29, 2024 · 5:43 PM UTC",61,161
591,https://twitter.com/BBCNews/status/1817976857825833108#m,"TV channel spent £500,000 on bullying probe https://bbc.in/4d0ZB9Y","Jul 29, 2024 · 5:33 PM UTC",25,18
592,https://twitter.com/BBCNews/status/1817974525813821588#m,Man killed in second Spitfire replica crash https://bbc.in/3WmwvL3,"Jul 29, 2024 · 5:24 PM UTC",40,13
593,https://twitter.com/BBCNews/status/1817973782876713222#m,Baby dolphin spotted with pod off Yorkshire coast https://bbc.in/3YmTrwa,"Jul 29, 2024 · 5:21 PM UTC",144,18
594,https://twitter.com/BBCNews/status/1817969240067981417#m,Jasper fire chief watched as his home lost to flames https://bbc.in/4dirWZ1,"Jul 29, 2024 · 5:03 PM UTC",32,19
595,https://twitter.com/BBCNews/status/1817968133983859144#m,Ex-Wales rugby player denies grabbing schoolchild https://bbc.in/4ddoEq8,"Jul 29, 2024 · 4:59 PM UTC",18,17
596,https://twitter.com/BBCNews/status/1817961804468826387#m,Cardiac arrest swimmer's silver medals in race return https://bbc.in/4djN1SX,"Jul 29, 2024 · 4:34 PM UTC",55,5
597,https://twitter.com/BBCNews/status/1817961803638251640#m,Major search under way for missing teenage canoeist https://bbc.in/4dm8D0R,"Jul 29, 2024 · 4:34 PM UTC",30,10
598,https://twitter.com/BBCBreaking/status/1817960854588911950#m,"17-year-old male arrested over stabbings in Southport, UK, with incident not currently being treated as terror-related, police say https://bbc.in/46rGeED","Jul 29, 2024 · 4:30 PM UTC",404,0
599,https://twitter.com/BBCNews/status/1817959399748497511#m,McDonald's to 'rethink' prices after sales fall https://bbc.in/3LIgslF,"Jul 29, 2024 · 4:24 PM UTC",1166,453
600,https://twitter.com/BBCNews/status/1817949923729424747#m,Olympians inspiring a new generation of NI swimmers https://bbc.in/4c6Nnv7,"Jul 29, 2024 · 3:46 PM UTC",28,22
601,https://twitter.com/BBCPolitics/status/1817948009897898036#m,Chancellor Rachel Reeves announces end of winter fuel payments for those not on pension credits or other means-tested benefits  Follow updates https://bbc.in/3SuzWhv,"Jul 29, 2024 · 3:39 PM UTC",117,189
602,https://twitter.com/BBCNews/status/1817947762333270371#m,Two injured and drivers warned of delays after M8 crash https://bbc.in/3LLDRCM,"Jul 29, 2024 · 3:38 PM UTC",38,12
603,https://twitter.com/BBCNews/status/1817947651217797557#m,"£500,000 rogue trader jailed for conning customers https://bbc.in/3WsmeNt","Jul 29, 2024 · 3:37 PM UTC",52,9
604,https://twitter.com/BBCNews/status/1817947079316038074#m,Winter fuel payments scrapped for millions https://bbc.in/3WHYNRu,"Jul 29, 2024 · 3:35 PM UTC",472,832
605,https://twitter.com/BBCNews/status/1817941482164175125#m,Stonehenge tunnel scheme scrapped by government https://bbc.in/3LHQ1fZ,"Jul 29, 2024 · 3:13 PM UTC",1068,145
606,https://twitter.com/BBCBreaking/status/1817940718867923407#m,"Former BBC presenter Huw Edwards charged with three counts of making indecent images of children, police say https://bbc.in/3Yqi23g","Jul 29, 2024 · 3:10 PM UTC",794,0
607,https://twitter.com/BBCNews/status/1817940565264068991#m,Huw Edwards charged with making indecent images of children https://bbc.in/3Ykwyth,"Jul 29, 2024 · 3:09 PM UTC",578,69
608,https://twitter.com/BBCNews/status/1817939242997178422#m,Six-week abortion ban takes effect in Iowa https://bbc.in/4c6ashA,"Jul 29, 2024 · 3:04 PM UTC",29,25
609,https://twitter.com/BBCNews/status/1817938006856085776#m,Fraudster who swindled £360k from friends jailed https://bbc.in/4dj8Ulg,"Jul 29, 2024 · 2:59 PM UTC",34,10
